"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Lancaster County, South Carolina",1670.7285714285717,1670.7285714285717,0.0,0.0,1.0,62876.0,315.6285714285714,315.6285714285714,0.0,0.0,1.0,13072.0
"Lancaster County, Virginia",71.78949579833716,90.72226890757884,18.93277310924403,18.93277310924403,0.0,6059.0,118.66068745031953,170.48543783649802,47.44516264813501,56.204338113297126,0.0,2686.0
"Lander County, Nevada",275.50468015670776,457.4934487044811,167.81399478759704,196.16354229888384,0.0,3446.0,"","","","","",657.0
"Lane County, Kansas",-52.04795235674828,-75.73521443549544,-21.76217409605033,-25.612350063966915,0.0,1062.0,-23.828086619265378,-27.84586296057114,-4.017776341305935,-4.017776341305935,0.0,282.0
"Lane County, Oregon",1867.6248545573326,2058.6659017454367,191.04104718811698,191.04104718811698,0.0,200406.0,1355.6285714285711,1355.6285714285711,0.0,0.0,1.0,96942.0
"Langlade County, Wisconsin",247.61352617974626,302.9747091144527,55.36118293471332,55.36118293471332,0.0,12191.0,-137.5202003878585,-166.80332902393275,-29.283128636070526,-29.283128636070526,0.0,3734.0
"Lanier County, Georgia",-272.1390433096385,-326.2550743374304,-54.11603102779707,-54.11603102779707,0.0,5357.0,-72.26531997414713,-90.27501616031805,-18.009696186166924,-18.009696186166924,0.0,1109.0
"Lapeer County, Michigan",-512.4857142857143,-512.4857142857143,0.0,0.0,1.0,60099.0,172.8785714285714,172.8785714285714,0.0,0.0,1.0,11054.0
"Laramie County, Wyoming",769.107142857143,769.107142857143,0.0,0.0,1.0,63659.0,278.35,278.35,0.0,0.0,1.0,17868.0
"Lares Municipio, Puerto Rico",-459.875,-459.875,0.0,0.0,1.0,13726.0,-8.904201680677943,-18.345378151265322,-9.441176470588651,-9.441176470588651,0.0,3075.0
"Larimer County, Colorado",3064.817857142857,3064.817857142857,0.0,0.0,1.0,219198.0,2146.796428571428,2146.796428571428,0.0,0.0,1.0,85721.0
"Larue County, Kentucky",279.8739010989084,321.9975274725293,42.12362637362663,42.12362637362663,0.0,9643.0,77.62499999999999,77.62499999999999,0.0,0.0,1.0,2415.0
"Las Animas County, Colorado",-195.60714285714283,-195.60714285714283,0.0,0.0,1.0,7230.0,71.74642857142858,71.74642857142858,0.0,0.0,1.0,3277.0
"Las MarÃ­as Municipio, Puerto Rico",224.36208791211538,287.46648351651675,63.1043956043985,63.1043956043985,0.0,5158.0,28.357142857142858,28.357142857142858,0.0,0.0,1.0,1086.0
"Las Piedras Municipio, Puerto Rico",-511.424240465436,-566.5354234001425,-55.11118293471161,-55.11118293471161,0.0,17098.0,275.99326045811176,387.81845078989863,103.6382245178902,120.01215614246757,0.0,4188.0
"Lassen County, California",-133.52857142857138,-133.52857142857138,0.0,0.0,1.0,14101.0,150.28818025439978,260.8199891075492,101.90077567507979,119.16284204028489,0.0,4032.0
"Latah County, Idaho","","","","","",21272.0,-214.25063025210693,-263.79894957983925,-49.548319327731285,-49.548319327731285,0.0,9036.0
"Latimer County, Oklahoma",-107.50357142857139,-107.50357142857139,0.0,0.0,1.0,5863.0,"","","","","",1226.0
"Lauderdale County, Alabama","","","","","",55794.0,184.18214285714285,184.18214285714285,0.0,0.0,1.0,16589.0
"Lauderdale County, Mississippi",-1286.9117000646074,-1466.5303167420789,-179.61861667743935,-179.61861667743935,0.0,35858.0,-200.2332417582802,-243.96675824178965,-43.73351648351642,-43.73351648351642,0.0,11415.0
"Lauderdale County, Tennessee",-147.51071428571424,-147.51071428571424,0.0,0.0,1.0,11547.0,149.68543688580394,201.48163740709424,48.8664619588526,54.72593908277122,0.0,3822.0
"Laurel County, Kentucky","","","","","",40482.0,-153.8569327731384,-197.60273109246918,-43.745798319329275,-43.745798319329275,0.0,7749.0
"Laurens County, Georgia",1230.4318999648094,1794.4304994642735,526.2074984828068,601.7897005956911,0.0,25808.0,-265.4450225122273,-377.04184069857,-104.90099113203905,-118.29264522931771,0.0,6430.0
"Laurens County, South Carolina",923.589285714319,1082.2678571428987,158.67857142857417,158.67857142857417,0.0,36354.0,303.8199418229051,342.06493212671194,38.24499030381489,38.24499030381489,0.0,9701.0
"Lavaca County, Texas",56.078571428571415,56.078571428571415,0.0,0.0,1.0,13423.0,145.9647705236057,168.01842275372474,22.053652230123316,22.053652230123316,0.0,2887.0
"Lawrence County, Alabama",238.1116192631016,305.1379605688562,67.02634130575558,67.02634130575558,0.0,21600.0,237.81740272790194,361.36699689924717,113.4965524391373,133.60263589957322,0.0,4396.0
"Lawrence County, Arkansas",-98.26785714285712,-98.26785714285712,0.0,0.0,1.0,9426.0,"","","","","",2520.0
"Lawrence County, Illinois",-433.1937923282385,-722.7160215824842,-265.1415103079926,-313.9029482183978,0.0,8407.0,173.96903684551944,196.50911441501376,22.540077569490048,22.540077569490048,0.0,2455.0
"Lawrence County, Indiana",-200.42142857142858,-200.42142857142858,0.0,0.0,1.0,28305.0,142.54642857142858,142.54642857142858,0.0,0.0,1.0,8351.0
"Lawrence County, Kentucky","","","","","",10769.0,"","","","","",2059.0
"Lawrence County, Mississippi",-63.70357142857142,-63.70357142857142,0.0,0.0,1.0,7299.0,-5.231867801398039,-23.50763450935483,-16.090874800971505,-20.46065861239913,0.0,1652.0
"Lawrence County, Missouri",-489.8759857789555,-566.4231738849776,-76.5471881060143,-76.5471881060143,0.0,24236.0,336.72365514189005,489.2545033246279,140.9031458156096,164.15855054253916,0.0,5427.0
"Lawrence County, Ohio",-315.69642857142856,-315.69642857142856,0.0,0.0,1.0,34285.0,"","","","","",9190.0
"Lawrence County, Pennsylvania",-709.9321428571427,-709.9321428571427,0.0,0.0,1.0,49393.0,188.59642857142856,188.59642857142856,0.0,0.0,1.0,15169.0
"Lawrence County, South Dakota",114.29285714285713,114.29285714285713,0.0,0.0,1.0,15146.0,127.77142857142856,127.77142857142856,0.0,0.0,1.0,6402.0
"Lawrence County, Tennessee","","","","","",28828.0,89.00357142857142,89.00357142857142,0.0,0.0,1.0,6048.0
"Le Flore County, Oklahoma",-393.3121363930404,-436.4147543633153,-43.102617970266344,-43.102617970266344,0.0,28219.0,-96.09028765352559,-116.6845022624475,-20.59421460892134,-20.59421460892134,0.0,6777.0
"Le Sueur County, Minnesota",134.88729799612338,154.92446670976642,20.037168713639076,20.037168713639076,0.0,19430.0,"","","","","",4011.0
"Lea County, New Mexico",-619.9357142857625,-777.3642857143423,-157.4285714285767,-157.4285714285767,0.0,41112.0,617.5446670976235,689.1687782805529,71.62411118293531,71.62411118293531,0.0,9745.0
"Leake County, Mississippi",-183.62857142857143,-183.62857142857143,0.0,0.0,1.0,11107.0,67.34285714285714,67.34285714285714,0.0,0.0,1.0,2916.0
"Leavenworth County, Kansas",460.87500000000006,460.87500000000006,0.0,0.0,1.0,52708.0,189.51785714285714,189.51785714285714,0.0,0.0,1.0,11184.0
"Lebanon County, Pennsylvania",1679.7017587125301,2291.0375607013702,568.8155028613983,653.8561011471029,0.0,89912.0,205.09642857142853,205.09642857142853,0.0,0.0,1.0,21465.0
"Lee County, Alabama",2097.9428571428566,2097.9428571428566,0.0,0.0,1.0,99720.0,327.56071428571425,327.56071428571425,0.0,0.0,1.0,35174.0
"Lee County, Arkansas",-100.28571428571429,-100.28571428571429,0.0,0.0,1.0,2859.0,-53.95764382676498,-59.48689398836723,-5.529250161603097,-5.529250161603097,0.0,1158.0
"Lee County, Florida",7580.042857142856,7580.042857142856,0.0,0.0,1.0,461739.0,2706.7964285714284,2706.7964285714284,0.0,0.0,1.0,137610.0
"Lee County, Georgia",846.8305268261756,967.1635908210301,120.33306399483617,120.33306399483617,0.0,23199.0,"","","","","",2836.0
"Lee County, Illinois",-316.85357142857134,-316.85357142857134,0.0,0.0,1.0,18538.0,107.6678571428571,107.6678571428571,0.0,0.0,1.0,6477.0
"Lee County, Iowa",-512.9526179702661,-580.3566257272032,-67.40400775694835,-67.40400775694835,0.0,18612.0,293.2342197448015,429.1425548270345,125.25700274397241,146.55966740105941,0.0,6348.0
"Lee County, Kentucky",38.04295410472696,59.467970265039185,21.425016160309738,21.425016160309738,0.0,3652.0,-82.70675500970538,-100.86383322560869,-18.157078215901546,-18.157078215901546,0.0,1209.0
"Lee County, Mississippi",238.58214285714286,238.58214285714286,0.0,0.0,1.0,51124.0,-202.417485455735,-254.65730446025555,-52.239819004524655,-52.239819004524655,0.0,10817.0
"Lee County, North Carolina","","","","","",35301.0,140.25192307692123,151.7052197802186,11.453296703296076,11.453296703296076,0.0,8666.0
"Lee County, South Carolina",-92.17142857142856,-92.17142857142856,0.0,0.0,1.0,6863.0,106.32210730447332,122.36864899807551,16.046541693600954,16.046541693600954,0.0,2767.0
"Lee County, Texas","","","","","",10918.0,78.56564843840897,129.8016338404268,47.25603316558227,55.21593764022509,0.0,1950.0
"Lee County, Virginia",-335.7571428571428,-335.7571428571428,0.0,0.0,1.0,11533.0,"","","","","",3404.0
"Leelanau County, Michigan",170.3567873303109,211.75077569489076,41.39398836457682,41.39398836457682,0.0,15480.0,-55.230332902396185,-68.57050743374566,-13.340174531351499,-13.340174531351499,0.0,3259.0
"Leflore County, Mississippi",-198.8392857142857,-198.8392857142857,0.0,0.0,1.0,9131.0,"","","","","",4433.0
"Lehigh County, Pennsylvania","","","","","",217516.0,493.6107142857142,493.6107142857142,0.0,0.0,1.0,56981.0
"Lemhi County, Idaho","","","","","",5260.0,"","","","","",1494.0
"Lenawee County, Michigan",1011.4090982547496,1265.742162249575,254.33306399483524,254.33306399483524,0.0,60488.0,199.75000000000006,199.75000000000006,0.0,0.0,1.0,15612.0
"Lenoir County, North Carolina",-414.9321428571428,-414.9321428571428,0.0,0.0,1.0,25036.0,425.8049127343402,480.60096961863746,54.79605688429391,54.79605688429391,0.0,10866.0
"Leon County, Florida",-1614.6158532645786,-1941.034566903836,-326.4187136393126,-326.4187136393126,0.0,125746.0,741.3821428571429,741.3821428571429,0.0,0.0,1.0,82071.0
"Leon County, Texas",363.09300258567964,412.37338396899577,49.280381383324176,49.280381383324176,0.0,11357.0,"","","","","",2177.0
"Leslie County, Kentucky",-158.625,-158.625,0.0,0.0,1.0,5889.0,73.32852294764598,87.75887201034857,14.430349062702348,14.430349062702348,0.0,1592.0
"Letcher County, Kentucky",-275.1107142857142,-275.1107142857142,0.0,0.0,1.0,13205.0,40.795313510020605,43.44334195216743,2.6480284421461486,2.6480284421461486,1.0,3620.0
"Levy County, Florida",506.12296380093903,593.0904815772956,86.96751777634195,86.96751777634195,0.0,24185.0,133.92142857142855,133.92142857142855,0.0,0.0,1.0,7508.0
"Lewis County, Idaho","","","","","",2325.0,"","","","","",732.0
"Lewis County, Kentucky",-103.48928571428571,-103.48928571428571,0.0,0.0,1.0,8046.0,"","","","","",1811.0
"Lewis County, Missouri",-59.37500000000001,-59.37500000000001,0.0,0.0,1.0,5930.0,"","","","","",1522.0
"Lewis County, New York",-104.63214285714284,-104.63214285714284,0.0,0.0,1.0,17221.0,"","","","","",4108.0
"Lewis County, Tennessee","","","","","",7626.0,38.32142857142857,38.32142857142857,0.0,0.0,1.0,2148.0
"Lewis County, Washington",938.4886877828976,1072.2129928895156,133.72430510665873,133.72430510665873,0.0,49429.0,147.19642857142858,147.19642857142858,0.0,0.0,1.0,13339.0
"Lewis County, West Virginia","","","","","",10415.0,90.57255979315596,106.07870071105935,15.506140917906256,15.506140917906256,0.0,2876.0
"Lewis and Clark County, Montana",320.11785714285713,320.11785714285713,0.0,0.0,1.0,42519.0,247.18214285714285,247.18214285714285,0.0,0.0,1.0,15834.0
"Lexington County, South Carolina",1947.1428571428567,1947.1428571428567,0.0,0.0,1.0,181361.0,754.1750000000001,754.1750000000001,0.0,0.0,1.0,48056.0
"Lexington city, Virginia",134.43799288947775,157.9258726567641,23.487879767292036,23.487879767292036,0.0,2162.0,-86.05520136281848,-169.49441162124276,-76.20636712692067,-90.67205340220607,0.0,1650.0
"Liberty County, Florida",-114.73186813187567,-124.25384615385337,-9.5219780219786,-9.5219780219786,0.0,3019.0,"","","","","",886.0
"Liberty County, Georgia",1029.4290377497673,1781.947424441576,691.4869638617965,813.5498095138464,0.0,34945.0,128.79285714285712,128.79285714285712,0.0,0.0,1.0,8365.0
"Liberty County, Montana",-87.74680025857015,-96.5784098254735,-8.831609566903682,-8.831609566903682,0.0,1153.0,-18.476470588237135,-22.29159663865812,-3.8151260504202007,-3.8151260504202007,0.0,301.0
"Liberty County, Texas",961.6964285714286,961.6964285714286,0.0,0.0,1.0,58254.0,204.99999999999997,204.99999999999997,0.0,0.0,1.0,10022.0
"Licking County, Ohio",739.4464285714286,739.4464285714286,0.0,0.0,1.0,118810.0,298.2035714285715,298.2035714285715,0.0,0.0,1.0,25272.0
"Limestone County, Alabama",1417.9785714285713,1417.9785714285713,0.0,0.0,1.0,69059.0,378.47499999999997,378.47499999999997,0.0,0.0,1.0,14255.0
"Limestone County, Texas",-448.8724305107171,-512.1452165482042,-63.272786037495024,-63.272786037495024,0.0,11831.0,-27.537184873955994,-38.74516806723477,-11.207983193277386,-11.207983193277386,0.0,3043.0
"Lincoln County, Arkansas",-112.22857142857141,-112.22857142857141,0.0,0.0,1.0,5600.0,46.470427038148046,72.80158770084381,24.49833009530721,28.163991231896944,0.0,1228.0
"Lincoln County, Colorado",118.56903684550343,140.82340012928034,22.254363283775163,22.254363283775163,0.0,2807.0,101.53914027149949,115.58018745960726,14.041047188106033,14.041047188106033,0.0,995.0
"Lincoln County, Georgia",100.14856173239241,118.7489172592177,18.600355526825968,18.600355526825968,0.0,4485.0,-189.88713825680315,-257.95045972056687,-64.00016158464496,-72.12648134294432,0.0,1040.0
"Lincoln County, Idaho",-80.46596638656774,-96.07100840337444,-15.60504201680751,-15.60504201680751,0.0,3692.0,-7.266907268203795,-21.841469142585993,-13.220049556329286,-15.929074192113148,0.0,646.0
"Lincoln County, Kansas",18.56959257554263,33.940022790804505,14.249138108249099,16.49172232140336,0.0,1832.0,"","","","","",583.0
"Lincoln County, Kentucky",-389.57811281085014,-619.4282348304987,-210.1967786221212,-249.50346540060127,0.0,15335.0,"","","","","",3174.0
"Lincoln County, Maine",96.76257272140356,131.42062055593124,34.65804783451743,34.65804783451743,0.0,20950.0,75.80357142857143,75.80357142857143,0.0,0.0,1.0,7295.0
"Lincoln County, Minnesota",-23.91785714285714,-23.91785714285714,0.0,0.0,1.0,3786.0,-14.36736594606191,-30.026114059612155,-14.22624434136651,-17.091251882888173,0.0,1068.0
"Lincoln County, Mississippi",549.3424369747809,641.5483193277323,92.20588235294423,92.20588235294423,0.0,21595.0,90.43928571428569,90.43928571428569,0.0,0.0,1.0,4649.0
"Lincoln County, Missouri",1011.552149321331,1126.1638170653314,114.61166774402112,114.61166774402112,0.0,40092.0,139.28928571428568,139.28928571428568,0.0,0.0,1.0,7219.0
"Lincoln County, Montana","","","","","",12836.0,-53.6180206798017,-24.30747339874506,24.574499015514448,34.04659554681348,0.0,3947.0
"Lincoln County, Nebraska",-569.75223012286,-635.2418875242583,-65.48965740142101,-65.48965740142101,0.0,21211.0,394.40904039144516,551.7138417810202,146.45739062254142,168.15221214152552,0.0,6627.0
"Lincoln County, Nevada",-92.05714285714286,-92.05714285714286,0.0,0.0,1.0,2323.0,24.496428571428577,24.496428571428577,0.0,0.0,1.0,821.0
"Lincoln County, New Mexico","","","","","",11280.0,338.93234027922153,477.9673632234335,129.77289372134692,148.29715214345197,0.0,4162.0
"Lincoln County, North Carolina",612.3571428571428,612.3571428571428,0.0,0.0,1.0,59528.0,228.34999999999994,228.34999999999994,0.0,0.0,1.0,11731.0
"Lincoln County, Oklahoma",-402.03796056886495,-455.07464447319217,-53.03668390433177,-53.03668390433177,0.0,21682.0,70.0,70.0,0.0,0.0,1.0,4777.0
"Lincoln County, Oregon","","","","","",27254.0,161.97857142857143,161.97857142857143,0.0,0.0,1.0,11817.0
"Lincoln County, South Dakota",1270.5749999999998,1270.5749999999998,0.0,0.0,1.0,46695.0,373.97499999999997,373.97499999999997,0.0,0.0,1.0,9460.0
"Lincoln County, Tennessee",514.5841305752983,594.404104718822,79.81997414350445,79.81997414350445,0.0,22109.0,38.296428571428564,38.296428571428564,0.0,0.0,1.0,5341.0
"Lincoln County, Washington",181.5344537815181,205.65210084033606,24.11764705882341,24.11764705882341,0.0,7746.0,"","","","","",1737.0
"Lincoln County, West Virginia",-431.3938052803278,-612.3333028405905,-167.38450762250432,-194.49448751366435,0.0,13615.0,"","","","","",2437.0
"Lincoln County, Wisconsin",-245.83214285714286,-245.83214285714286,0.0,0.0,1.0,17733.0,105.11785714285712,105.11785714285712,0.0,0.0,1.0,5870.0
"Lincoln County, Wyoming",151.1428571428571,151.1428571428571,0.0,0.0,1.0,15080.0,105.97499999999998,105.97499999999998,0.0,0.0,1.0,2855.0
"Lincoln Parish, Louisiana","","","","","",20130.0,187.05714285714285,187.05714285714285,0.0,0.0,1.0,11498.0
"Linn County, Iowa",742.1928571428571,742.1928571428571,0.0,0.0,1.0,135792.0,430.09642857142853,430.09642857142853,0.0,0.0,1.0,45459.0
"Linn County, Kansas",75.16570782160125,96.01832579186157,20.852617970264934,20.852617970264934,0.0,6524.0,23.15357142857143,23.15357142857143,0.0,0.0,1.0,1512.0
"Linn County, Missouri",-90.66071428571428,-90.66071428571428,0.0,0.0,1.0,7645.0,-23.885714285714286,-23.885714285714286,0.0,0.0,1.0,1755.0
"Linn County, Oregon",519.3964285714286,519.3964285714286,0.0,0.0,1.0,79375.0,307.69999999999993,307.69999999999993,0.0,0.0,1.0,21946.0
"Lipscomb County, Texas",-75.7068842921799,-87.6687459599234,-11.96186166774421,-11.96186166774421,0.0,2016.0,-12.846428571428568,-12.846428571428568,0.0,0.0,1.0,317.0
"Little River County, Arkansas",-139.8392857142857,-139.8392857142857,0.0,0.0,1.0,6744.0,"","","","","",1757.0
"Live Oak County, Texas","","","","","",6688.0,-57.84926966205239,-112.45076537877321,-49.98717946938996,-59.215811947779,0.0,1584.0
"Livingston County, Illinois",-255.35357142857137,-255.35357142857137,0.0,0.0,1.0,20570.0,41.55714285714286,41.55714285714286,0.0,0.0,1.0,5739.0
"Livingston County, Kentucky",-230.45117970266438,-256.81268584357895,-26.36150614091805,-26.36150614091805,0.0,5640.0,-170.65612272173166,-258.3383840844035,-81.47204265872278,-93.89248006484559,0.0,1258.0
"Livingston County, Michigan",1424.9961538462085,1620.5895604395773,195.59340659340995,195.59340659340995,0.0,140097.0,626.8714285714284,626.8714285714284,0.0,0.0,1.0,26376.0
"Livingston County, Missouri",-144.10751454428828,-165.189124111188,-21.08160956690345,-21.08160956690345,0.0,8453.0,"","","","","",2289.0
"Livingston County, New York",-242.13214285714284,-242.13214285714284,0.0,0.0,1.0,34667.0,63.00714285714286,63.00714285714286,0.0,0.0,1.0,11777.0
"Livingston Parish, Louisiana",775.9321428571426,775.9321428571426,0.0,0.0,1.0,89230.0,311.025,311.025,0.0,0.0,1.0,17962.0
"Llano County, Texas",136.3857142857143,136.3857142857143,0.0,0.0,1.0,13138.0,"","","","","",3439.0
"Logan County, Arkansas",212.18829993538384,268.2839689722314,56.09566903684749,56.09566903684749,0.0,13379.0,"","","","","",3115.0
"Logan County, Colorado","","","","","",11531.0,-74.92281835812173,-99.89566903685045,-24.972850678733046,-24.972850678733046,0.0,3842.0
"Logan County, Illinois",-946.9114899486303,-1334.3328878879547,-361.00781070863013,-413.83498517143016,0.0,14553.0,68.36071428571428,68.36071428571428,0.0,0.0,1.0,5219.0
"Logan County, Kansas",-42.34562055592323,-50.31572398190838,-7.970103425985923,-7.970103425985923,0.0,1816.0,51.20785443298519,77.3934555919841,24.394311565864882,27.976890751443534,0.0,462.0
"Logan County, Kentucky",485.0944246929721,554.6559954751283,69.56157078216081,69.56157078216081,0.0,18075.0,-50.126890756313514,-69.09327731093799,-18.9663865546227,-18.9663865546227,0.0,4192.0
"Logan County, Nebraska",15.007142857142856,15.007142857142856,0.0,0.0,1.0,729.0,-15.95825791855259,-18.20308661926356,-2.244828700711081,-2.244828700711081,0.0,85.0
"Logan County, North Dakota",51.63298462331295,85.10113083571196,30.854018511574395,36.08227391630135,0.0,1366.0,-17.504040077570608,-20.832094376213718,-3.328054298642533,-3.328054298642533,0.0,290.0
"Logan County, Ohio",-165.93082104623318,-440.2900197803974,-248.3651690746483,-300.35322840449226,0.0,30288.0,"","","","","",7071.0
"Logan County, Oklahoma",483.10357142857134,483.10357142857134,0.0,0.0,1.0,34262.0,62.90714285714285,62.90714285714285,0.0,0.0,1.0,5320.0
"Logan County, West Virginia",-414.72857142857134,-414.72857142857134,0.0,0.0,1.0,18630.0,-139.84515190692764,-156.66577246284578,-16.820620555916094,-16.820620555916094,0.0,4387.0
"Long County, Georgia",221.4857142857142,221.4857142857142,0.0,0.0,1.0,9820.0,-109.53497498109937,-197.44100276008248,-80.98238524251065,-94.82967031188309,0.0,2293.0
"Lonoke County, Arkansas",286.98571428571427,286.98571428571427,0.0,0.0,1.0,48690.0,223.3785714285714,223.3785714285714,0.0,0.0,1.0,9728.0
"Lorain County, Ohio",731.5746929541929,935.0740465418203,203.49935358759524,203.49935358759524,0.0,180461.0,1115.7107142857144,1115.7107142857144,0.0,0.0,1.0,55044.0
"Los Alamos County, New Mexico",42.8,42.8,0.0,0.0,1.0,13450.0,65.01071428571429,65.01071428571429,0.0,0.0,1.0,3440.0
"Los Angeles County, California",-89387.59421348572,-126100.27857589722,-34198.08720321953,-39227.2815220952,0.0,5470955.0,12515.574999999999,12515.574999999999,0.0,0.0,1.0,1540573.0
"Loudon County, Tennessee",357.81785714285706,357.81785714285706,0.0,0.0,1.0,38409.0,105.37500000000001,105.37500000000001,0.0,0.0,1.0,7261.0
"Loudoun County, Virginia",8955.042857142857,8955.042857142857,0.0,0.0,1.0,326718.0,715.5821428571428,715.5821428571428,0.0,0.0,1.0,39247.0
"Louisa County, Iowa","","","","","",7533.0,-73.64360051713084,-84.16396250807884,-10.520361990950283,-10.520361990950283,0.0,1274.0
"Louisa County, Virginia",394.71071428571435,394.71071428571435,0.0,0.0,1.0,25802.0,27.476890756304783,19.514705882356793,-7.962184873948357,-7.962184873948357,1.0,5116.0
"Loup County, Nebraska","","","","","",451.0,"","","","","",107.0
"Love County, Oklahoma","","","","","",6576.0,30.10714285714285,30.10714285714285,0.0,0.0,1.0,1418.0
"Loving County, Texas",-16.168719054665416,-26.679833754431456,-9.662949792651943,-11.35927960666504,0.0,77.0,"","","","","",19.0
"Lower Connecticut River Valley Planning Region, Connecticut",652.9999999999998,652.9999999999998,0.0,0.0,1.0,108764.0,506.9999999999999,506.9999999999999,0.0,0.0,1.0,33549.0
"Lowndes County, Alabama",-128.5857142857143,-128.5857142857143,0.0,0.0,1.0,4119.0,94.43298276141286,127.24270409159362,30.484432236877183,35.13501041718882,0.0,1782.0
"Lowndes County, Georgia",358.2964285714286,358.2964285714286,0.0,0.0,1.0,59905.0,-298.77912087913137,-376.44945054946584,-77.67032967033234,-77.67032967033234,0.0,21579.0
"Lowndes County, Mississippi",-265.95714285714286,-265.95714285714286,0.0,0.0,1.0,29070.0,483.06294067949057,668.9492617994547,172.00107728168223,199.77156496338284,0.0,10198.0
"LoÃ­za Municipio, Puerto Rico",-426.5642857142856,-426.5642857142856,0.0,0.0,1.0,9295.0,52.224999999999994,52.224999999999994,0.0,0.0,1.0,3109.0
"Lubbock County, Texas",1374.5964285714283,1374.5964285714283,0.0,0.0,1.0,164261.0,1287.978571428571,1287.978571428571,0.0,0.0,1.0,66829.0
"Lucas County, Iowa",93.39237233356107,119.48157724629709,26.089204912735376,26.089204912735376,0.0,5814.0,"","","","","",1301.0
"Lucas County, Ohio",-2067.142857142857,-2067.142857142857,0.0,0.0,1.0,211021.0,533.85,533.85,0.0,0.0,1.0,93162.0
"Luce County, Michigan","","","","","",2731.0,"","","","","",897.0
"Lumpkin County, Georgia",360.95714285714286,360.95714285714286,0.0,0.0,1.0,21893.0,-245.72435358760413,-301.6647220426821,-55.94036845507554,-55.94036845507554,0.0,5625.0
"Luna County, New Mexico",254.83956043960643,310.7461538462085,55.90659340659705,55.90659340659705,0.0,13781.0,65.10714285714285,65.10714285714285,0.0,0.0,1.0,4610.0
"Lunenburg County, Virginia","","","","","",6777.0,58.51691984486388,69.9679541047226,11.451034259857844,11.451034259857844,0.0,1740.0
"Luquillo Municipio, Puerto Rico",-172.16785714285712,-172.16785714285712,0.0,0.0,1.0,8011.0,120.08670006464308,132.88388817065425,12.797188106011715,12.797188106011715,0.0,2921.0
"Luzerne County, Pennsylvania",-1204.185714285714,-1204.185714285714,0.0,0.0,1.0,168812.0,1446.9559469941887,1612.190271493222,165.2343244990328,165.2343244990328,0.0,61634.0
"Lycoming County, Pennsylvania",-436.975,-436.975,0.0,0.0,1.0,64250.0,683.7624477297068,967.7949658483267,263.91122600020026,304.15381021489156,0.0,20809.0
"Lyman County, South Dakota",-83.53419521655451,-97.39941822883702,-13.865223012282142,-13.865223012282142,0.0,1874.0,"","","","","",478.0
"Lynchburg city, Virginia","","","","","",33443.0,-163.6925985779235,-208.51160310281557,-44.81900452488814,-44.81900452488814,0.0,17374.0
"Lynn County, Texas",-79.53565706312656,-156.4721559919417,-69.75770305431433,-84.11529480900572,0.0,3640.0,12.867857142857142,12.867857142857142,0.0,0.0,1.0,732.0
"Lyon County, Iowa",37.18928571428572,37.18928571428572,0.0,0.0,1.0,9271.0,"","","","","",1451.0
"Lyon County, Kansas",-146.59642857142853,-146.59642857142853,0.0,0.0,1.0,17772.0,"","","","","",7676.0
"Lyon County, Kentucky",94.04363283775456,108.58661926309287,14.542986425339418,14.542986425339418,0.0,4756.0,-36.84474789916567,-49.13256302521768,-12.287815126050727,-12.287815126050727,0.0,1591.0
"Lyon County, Minnesota","","","","","",15540.0,158.73838183283806,261.0884410403669,94.71412406398304,109.98599435069264,0.0,4284.0
"Lyon County, Nevada",383.15000000000003,383.15000000000003,0.0,0.0,1.0,36973.0,245.92857142857144,245.92857142857144,0.0,0.0,1.0,9712.0
"Mackinac County, Michigan",-80.28571428571428,-80.28571428571428,0.0,0.0,1.0,6200.0,37.44642857142856,37.44642857142856,0.0,0.0,1.0,2517.0
"Macomb County, Michigan",-1354.3142857142852,-1354.3142857142852,0.0,0.0,1.0,530810.0,2085.2321428571427,2085.2321428571427,0.0,0.0,1.0,151116.0
"Macon County, Alabama",-237.89820432662964,-345.03272092342377,-98.22004953282158,-116.04898367122951,0.0,6692.0,"","","","","",3544.0
"Macon County, Georgia",-155.20357142857142,-155.20357142857142,0.0,0.0,1.0,4113.0,"","","","","",1755.0
"Macon County, Illinois",-504.41428571428565,-504.41428571428565,0.0,0.0,1.0,58517.0,-62.89707498384814,-86.74242081449484,-23.845345830641268,-23.845345830641268,0.0,20720.0
"Macon County, Missouri",431.5771074742079,634.1279764100909,188.4312108226659,216.67052706161485,0.0,9858.0,"","","","","",2431.0
"Macon County, North Carolina",360.30638332257513,403.4532805429917,43.14689722042635,43.14689722042635,0.0,22796.0,147.6892857142857,147.6892857142857,0.0,0.0,1.0,7978.0
"Macon County, Tennessee",112.92142857142854,112.92142857142854,0.0,0.0,1.0,16015.0,75.11071428571428,75.11071428571428,0.0,0.0,1.0,3599.0
"Macoupin County, Illinois",-348.5928571428571,-348.5928571428571,0.0,0.0,1.0,26841.0,"","","","","",7041.0
"Madera County, California",-2867.994265437126,-4062.575739979744,-1117.0903357308125,-1272.0726132591954,0.0,89969.0,154.04642857142855,154.04642857142855,0.0,0.0,1.0,13616.0
