"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Madison County, Alabama",3018.2821428571424,3018.2821428571424,0.0,0.0,1.0,233074.0,1498.2321428571424,1498.2321428571424,0.0,0.0,1.0,69491.0
"Madison County, Arkansas","","","","","",11389.0,"","","","","",1982.0
"Madison County, Florida",-140.32142857142856,-140.32142857142856,0.0,0.0,1.0,8704.0,88.06071428571428,88.06071428571428,0.0,0.0,1.0,3149.0
"Madison County, Georgia","","","","","",18122.0,306.2400898784399,442.2468053549528,124.92011416449532,147.09331678079616,0.0,3875.0
"Madison County, Idaho",720.8357142857141,720.8357142857141,0.0,0.0,1.0,31275.0,"","","","","",11518.0
"Madison County, Illinois",-591.8714285714285,-591.8714285714285,0.0,0.0,1.0,157111.0,316.29285714285714,316.29285714285714,0.0,0.0,1.0,48070.0
"Madison County, Indiana",-368.58571428571423,-368.58571428571423,0.0,0.0,1.0,70237.0,331.840433096324,374.00074337427213,42.160310277956626,42.160310277956626,0.0,22780.0
"Madison County, Iowa",-146.70124441757798,-245.3557549342513,-90.7652445514359,-106.5437764778435,0.0,11479.0,349.61033253371716,506.72455893456936,145.45830633562582,168.77014645727468,0.0,2542.0
"Madison County, Kentucky",712.4642857142856,712.4642857142856,0.0,0.0,1.0,54128.0,197.32142857142856,197.32142857142856,0.0,0.0,1.0,17023.0
"Madison County, Mississippi",961.1464285714284,961.1464285714284,0.0,0.0,1.0,67936.0,773.8557369101909,870.6930025856709,96.83726567550168,96.83726567550168,0.0,15217.0
"Madison County, Missouri","","","","","",8443.0,-244.53771153464913,-332.59866281971335,-82.57207496703268,-93.54982760725761,0.0,1469.0
"Madison County, Montana",209.88579508727707,232.6923561732474,22.80656108597211,22.80656108597211,0.0,6037.0,"","","","","",1607.0
"Madison County, Nebraska","","","","","",22103.0,-172.85278507322073,-299.88543789088726,-116.9319112470912,-137.13339440520213,0.0,6308.0
"Madison County, New York","","","","","",40667.0,-301.4559146735992,-352.59618616681837,-51.14027149321415,-51.14027149321415,0.0,10548.0
"Madison County, North Carolina",8.177141200751066,-37.73265730589628,-41.36926306065652,-50.4503339514049,0.0,13827.0,77.72500000000001,77.72500000000001,0.0,0.0,1.0,3626.0
"Madison County, Ohio",418.4268892854452,692.3360952436924,253.50743371453427,294.31097820845025,0.0,24471.0,118.73214285714283,118.73214285714283,0.0,0.0,1.0,6210.0
"Madison County, Tennessee",-376.6107142857143,-376.6107142857143,0.0,0.0,1.0,49463.0,212.17857142857144,212.17857142857144,0.0,0.0,1.0,16718.0
"Madison County, Texas",111.43214285714286,111.43214285714286,0.0,0.0,1.0,7260.0,"","","","","",1459.0
"Madison County, Virginia","","","","","",9137.0,"","","","","",1799.0
"Madison Parish, Louisiana",-122.52142857142854,-122.52142857142854,0.0,0.0,1.0,3089.0,-117.58341952165574,-132.61994182288254,-15.036522301228493,-15.036522301228493,0.0,1257.0
"Magoffin County, Kentucky",-175.8,-175.8,0.0,0.0,1.0,6261.0,"","","","","",1692.0
"Mahaska County, Iowa",-83.01071428571426,-83.01071428571426,0.0,0.0,1.0,13559.0,"","","","","",3802.0
"Mahnomen County, Minnesota",-36.44642857142857,-36.44642857142857,0.0,0.0,1.0,2434.0,"","","","","",801.0
"Mahoning County, Ohio",-1507.2642857142855,-1507.2642857142855,0.0,0.0,1.0,118189.0,432.7607142857142,432.7607142857142,0.0,0.0,1.0,45941.0
"Major County, Oklahoma","","","","","",5448.0,"","","","","",1036.0
"Malheur County, Oregon",-215.05357142857142,-215.05357142857142,0.0,0.0,1.0,15743.0,53.007142857142846,53.007142857142846,0.0,0.0,1.0,4849.0
"Manassas Park city, Virginia",-303.1900452488626,-379.5788623141707,-76.38881706528885,-76.38881706528885,0.0,10061.0,50.753571428571426,50.753571428571426,0.0,0.0,1.0,1845.0
"Manassas city, Virginia",409.32499999999993,409.32499999999993,0.0,0.0,1.0,28782.0,63.30357142857142,63.30357142857142,0.0,0.0,1.0,5025.0
"Manatee County, Florida",5053.550000000001,5053.550000000001,0.0,0.0,1.0,248825.0,904.607142857143,904.607142857143,0.0,0.0,1.0,68492.0
"ManatÃ­ Municipio, Puerto Rico",-667.6892857142858,-667.6892857142858,0.0,0.0,1.0,16332.0,196.48820297350176,218.7302844214646,22.242081447962953,22.242081447962953,0.0,5924.0
"Manistee County, Michigan",237.46735617324885,283.2595345830632,45.7921784098264,45.7921784098264,0.0,14919.0,228.9521077387035,315.77901286259294,81.47408963917042,92.1797206098272,0.0,4605.0
"Manitowoc County, Wisconsin",-551.9071428571428,-551.9071428571428,0.0,0.0,1.0,49156.0,155.63928571428576,155.63928571428576,0.0,0.0,1.0,15844.0
"Marathon County, Wisconsin","","","","","",90160.0,397.5785714285714,397.5785714285714,0.0,0.0,1.0,24746.0
"Marengo County, Alabama",-263.4142857142857,-263.4142857142857,0.0,0.0,1.0,8459.0,-315.2516700029373,-482.9586835503578,-155.6561085778012,-179.75791853287956,0.0,3569.0
"Maricao Municipio, Puerto Rico",-273.98361344539444,-308.37016806725296,-34.38655462185005,-34.38655462185005,0.0,1792.0,17.489285714285714,17.489285714285714,0.0,0.0,1.0,769.0
"Maricopa County, Arizona",27653.253571428573,27653.253571428573,0.0,0.0,1.0,2578975.0,12466.596428571425,12466.596428571425,0.0,0.0,1.0,761905.0
"Maries County, Missouri",53.41997869126499,101.92452152445912,44.656000851333374,52.35308481301763,0.0,5688.0,29.16428571428571,29.16428571428571,0.0,0.0,1.0,1513.0
"Marin County, California",1109.3642857142854,1109.3642857142854,0.0,0.0,1.0,166495.0,-1080.551643371582,-1526.717124760151,-414.7288297887717,-477.60213295710855,0.0,48263.0
"Marinette County, Wisconsin",217.70614091791504,277.36192630899313,59.65578539107823,59.65578539107823,0.0,25325.0,60.875,60.875,0.0,0.0,1.0,8678.0
"Marion County, Alabama",-357.1862637363083,-399.8565934066428,-42.67032967033062,-42.67032967033062,0.0,19186.0,"","","","","",4283.0
"Marion County, Arkansas",143.51378474468947,187.34167744022852,43.82789269553811,43.82789269553811,0.0,10852.0,118.79465093730323,130.94316418875678,12.148513251454837,12.148513251454837,0.0,3348.0
"Marion County, Florida",6382.415627020411,7222.390255333157,839.9746283128634,839.9746283128634,0.0,216991.0,1014.6071428571425,1014.6071428571425,0.0,0.0,1.0,65130.0
"Marion County, Georgia",-237.43375973030925,-316.2576302886009,-75.25813400940388,-82.38960711207437,0.0,4417.0,-68.75373303167726,-75.6882837750527,-6.9345507433747855,-6.9345507433747855,0.0,1064.0
"Marion County, Illinois",-259.30357142857144,-259.30357142857144,0.0,0.0,1.0,20589.0,94.87857142857143,94.87857142857143,0.0,0.0,1.0,7150.0
"Marion County, Indiana",2847.717857142857,2847.717857142857,0.0,0.0,1.0,472487.0,3198.3178571428566,3198.3178571428566,0.0,0.0,1.0,222180.0
"Marion County, Iowa",434.30839317291975,666.3815274909139,215.72635201764933,248.41991662161308,0.0,22710.0,99.14999999999998,99.14999999999998,0.0,0.0,1.0,5031.0
"Marion County, Kansas",-106.59285714285714,-106.59285714285714,0.0,0.0,1.0,7390.0,25.26071428571428,25.26071428571428,0.0,0.0,1.0,1935.0
"Marion County, Kentucky",-101.3642857142857,-101.3642857142857,0.0,0.0,1.0,10862.0,-25.398577892698086,-36.760245636720356,-11.36166774402067,-11.36166774402067,0.0,3191.0
"Marion County, Mississippi",-323.60504201683216,-358.2773109244008,-34.67226890756566,-34.67226890756566,0.0,13222.0,-198.3328359425068,-338.6103892400861,-129.58241753766924,-150.9726890321108,0.0,3639.0
"Marion County, Missouri",-213.10921046882868,-366.47586988657713,-139.35094800111983,-167.38237082847627,0.0,16574.0,-228.514167945832,-322.97593980282545,-88.31081660209384,-100.6127271097539,0.0,4374.0
"Marion County, Ohio",-284.99642857142857,-284.99642857142857,0.0,0.0,1.0,33398.0,191.9785714285714,191.9785714285714,0.0,0.0,1.0,11305.0
"Marion County, Oregon",1172.1107142857143,1172.1107142857143,0.0,0.0,1.0,200866.0,694.642857142857,694.642857142857,0.0,0.0,1.0,53306.0
"Marion County, South Carolina",-344.38928571428573,-344.38928571428573,0.0,0.0,1.0,10689.0,87.8535714285714,87.8535714285714,0.0,0.0,1.0,5364.0
"Marion County, Tennessee","","","","","",17368.0,164.55009696187335,184.5465416936131,19.996444731740052,19.996444731740052,0.0,4561.0
"Marion County, Texas",-339.88949579835753,-383.465126050447,-43.57563025210085,-43.57563025210085,0.0,5021.0,"","","","","",1862.0
"Marion County, West Virginia","","","","","",32964.0,-73.41363377869129,-139.21779773756862,-60.317550085728726,-71.29077783894172,0.0,10153.0
"Mariposa County, California",-138.21071428571426,-138.21071428571426,0.0,0.0,1.0,9132.0,120.59049773756124,132.86748545572846,12.276987718164637,12.276987718164637,0.0,3526.0
"Marlboro County, South Carolina",-517.2362475759728,-577.5738364576682,-60.33758888170684,-60.33758888170684,0.0,10270.0,118.75714285714285,118.75714285714285,0.0,0.0,1.0,5052.0
"Marquette County, Michigan",-292.13214285714275,-292.13214285714275,0.0,0.0,1.0,37883.0,213.00000000000006,213.00000000000006,0.0,0.0,1.0,14717.0
"Marquette County, Wisconsin",92.08506787330407,119.63257918552699,27.54751131221665,27.54751131221665,0.0,9739.0,56.810714285714276,56.810714285714276,0.0,0.0,1.0,3022.0
"Marshall County, Alabama",278.7,278.7,0.0,0.0,1.0,61225.0,-282.51287902891636,-494.8929784297943,-195.6877288450196,-229.07246992294677,0.0,12872.0
"Marshall County, Illinois",-88.71071428571427,-88.71071428571427,0.0,0.0,1.0,7462.0,20.529427925019263,27.093261150617764,6.563833225598267,6.563833225598267,0.0,2079.0
"Marshall County, Indiana",-126.9642857142857,-126.9642857142857,0.0,0.0,1.0,31423.0,-25.262330316749285,-38.572123464779,-13.30979314802969,-13.30979314802969,0.0,6416.0
"Marshall County, Iowa",391.98853324353695,650.3266966193914,237.68255753695848,278.9937692009262,0.0,26048.0,-72.79843009263277,-155.3067975230515,-75.38192198368051,-89.63481288391267,0.0,6507.0
"Marshall County, Kansas",97.10858112476126,116.15108274079103,19.042501616031284,19.042501616031284,0.0,7102.0,"","","","","",1558.0
"Marshall County, Kentucky",-125.96428571428572,-125.96428571428572,0.0,0.0,1.0,20589.0,120.17142857142856,120.17142857142856,0.0,0.0,1.0,5031.0
"Marshall County, Minnesota",-69.94642857142857,-69.94642857142857,0.0,0.0,1.0,5858.0,31.159204615280032,54.76916654035449,21.46353155862016,25.756392292809323,0.0,1612.0
"Marshall County, Mississippi",-1008.4323216229677,-1352.7107188254595,-321.68142632477975,-366.8753680060472,0.0,16701.0,"","","","","",4077.0
"Marshall County, Oklahoma","","","","","",9504.0,35.520273983478546,94.88760681822896,53.62292609715951,65.11173957112624,0.0,2140.0
"Marshall County, South Dakota","","","","","",2946.0,-58.717113768587296,-65.87532320620994,-7.158209437621512,-7.158209437621512,0.0,633.0
"Marshall County, Tennessee",182.59999999999997,182.59999999999997,0.0,0.0,1.0,21406.0,77.37857142857143,77.37857142857143,0.0,0.0,1.0,4847.0
"Marshall County, West Virginia",-307.7107142857143,-307.7107142857143,0.0,0.0,1.0,17190.0,21.716703604906797,75.19118827208877,48.5535445000387,58.39542484201593,0.0,4957.0
"Martin County, Florida",630.9357142857143,630.9357142857143,0.0,0.0,1.0,96874.0,388.3785714285714,388.3785714285714,0.0,0.0,1.0,30393.0
"Martin County, Indiana",-72.975,-72.975,0.0,0.0,1.0,6282.0,35.41428571428571,35.41428571428571,0.0,0.0,1.0,1902.0
"Martin County, Kentucky",-232.91849321871996,-370.7173422127962,-125.86640806900687,-149.73128991851263,0.0,7285.0,"","","","","",1445.0
"Martin County, Minnesota",-128.95714285714283,-128.95714285714283,0.0,0.0,1.0,12659.0,46.82142857142858,46.82142857142858,0.0,0.0,1.0,4124.0
"Martin County, North Carolina",-213.8642857142857,-213.8642857142857,0.0,0.0,1.0,10775.0,"","","","","",3852.0
"Martin County, Texas",-146.31412348896265,-251.8334170691669,-97.5935142933995,-113.44507286685257,0.0,4083.0,"","","","","",468.0
"Martinsville city, Virginia",-76.68214285714284,-76.68214285714284,0.0,0.0,1.0,5247.0,70.07303791493177,121.80049424618483,47.35471877886812,56.1001938923182,0.0,2711.0
"Mason County, Illinois",-168.4357142857143,-168.4357142857143,0.0,0.0,1.0,7687.0,7.134356819648929,4.684130575305062,-2.450226244344022,-2.450226244344022,1.0,2789.0
"Mason County, Kentucky","","","","","",10117.0,79.13907563025532,84.92058823529806,5.781512605042257,5.781512605042257,1.0,2642.0
"Mason County, Michigan",292.56554621848045,358.23361344539444,65.66806722689243,65.66806722689243,0.0,18582.0,61.54285714285712,61.54285714285712,0.0,0.0,1.0,5010.0
"Mason County, Texas",241.46179731190205,318.2567139826715,71.82439128339684,81.76544206219478,0.0,3199.0,-83.05061409178961,-97.26619263090106,-14.21557853910817,-14.21557853910817,0.0,402.0
"Mason County, Washington",922.8041208791547,1042.72445054946,119.92032967032935,119.92032967032935,0.0,39921.0,154.13214285714284,154.13214285714284,0.0,0.0,1.0,11345.0
"Mason County, West Virginia","","","","","",16789.0,"","","","","",4067.0
"Massac County, Illinois",-125.43928571428567,-125.43928571428567,0.0,0.0,1.0,8889.0,"","","","","",2271.0
"Matagorda County, Texas","","","","","",22323.0,-33.19258865341544,-75.09308601543307,-38.92167634790894,-44.87931837824544,0.0,4668.0
"Matanuska-Susitna Borough, Alaska",1408.1749999999995,1408.1749999999995,0.0,0.0,1.0,72240.0,334.15357142857135,334.15357142857135,0.0,0.0,1.0,14466.0
"Mathews County, Virginia","","","","","",5816.0,63.66785714285713,63.66785714285713,0.0,0.0,1.0,1766.0
"Maui County, Hawaii",879.6392857142856,879.6392857142856,0.0,0.0,1.0,101070.0,-25.523164466023445,98.18731454759836,109.04594909800653,138.37500892856042,0.0,21238.0
"Maunabo Municipio, Puerto Rico",-191.8321428571428,-191.8321428571428,0.0,0.0,1.0,4313.0,"","","","","",1054.0
"Maury County, Tennessee",1198.2428571428568,1198.2428571428568,0.0,0.0,1.0,63842.0,711.236231415678,799.3125080801838,88.07627666451141,88.07627666451141,0.0,14631.0
"Maverick County, Texas",-783.8035714285797,-919.7678571428987,-135.96428571428902,-135.96428571428902,0.0,35228.0,102.5392857142857,102.5392857142857,0.0,0.0,1.0,3977.0
"MayagÃ¼ez Municipio, Puerto Rico",-1242.8392857142856,-1242.8392857142856,0.0,0.0,1.0,28245.0,227.375,227.375,0.0,0.0,1.0,16709.0
"Mayes County, Oklahoma",-211.0392857142857,-211.0392857142857,0.0,0.0,1.0,24431.0,"","","","","",5433.0
"McClain County, Oklahoma",610.5250000000001,610.5250000000001,0.0,0.0,1.0,30912.0,89.12142857142855,89.12142857142855,0.0,0.0,1.0,4299.0
"McCone County, Montana","","","","","",1315.0,16.423416289593206,17.850533290239582,1.4271170006464242,1.4271170006464242,0.0,316.0
"McCook County, South Dakota",53.32553329024449,62.12740788623705,8.801874595992391,8.801874595992391,0.0,4007.0,"","","","","",855.0
"McCormick County, South Carolina",-86.70357142857141,-86.70357142857141,0.0,0.0,1.0,4647.0,38.349999999999994,38.349999999999994,0.0,0.0,1.0,1680.0
"McCracken County, Kentucky",778.1975274726283,944.0739010990364,165.87637362637636,165.87637362637636,0.0,39487.0,204.48571428571424,204.48571428571424,0.0,0.0,1.0,12641.0
"McCreary County, Kentucky",-97.39285714285715,-97.39285714285715,0.0,0.0,1.0,9395.0,132.56627343245782,149.63624757595971,17.069974143504375,17.069974143504375,0.0,2516.0
"McCulloch County, Texas",-88.91071428571428,-88.91071428571428,0.0,0.0,1.0,4426.0,"","","","","",1433.0
"McCurtain County, Oklahoma",-140.23214285714286,-140.23214285714286,0.0,0.0,1.0,17976.0,-183.9655684120953,-263.4359501302242,-73.08947422931669,-85.85128921140131,0.0,4021.0
"McDonald County, Missouri",-74.1072818748653,-161.23053116723895,-79.31593406130924,-94.9305645295608,0.0,15118.0,226.03381203114986,303.42518780753016,72.59857789186935,82.1841736688475,0.0,3219.0
"McDonough County, Illinois",-684.031076276704,-772.2487556561537,-88.21767937944439,-88.21767937944439,0.0,12779.0,"","","","","",7231.0
"McDowell County, North Carolina","","","","","",27508.0,-83.96785714285713,-83.96785714285713,0.0,0.0,1.0,6277.0
"McDowell County, West Virginia",-420.61428571428576,-420.61428571428576,0.0,0.0,1.0,7387.0,-94.02857142857141,-94.02857142857141,0.0,0.0,1.0,2492.0
"McDuffie County, Georgia",114.05609825998545,290.8796814829111,160.61732379653404,193.02984265106352,0.0,10960.0,50.77857142857142,50.77857142857142,0.0,0.0,1.0,2922.0
"McHenry County, Illinois",-911.1892857142856,-911.1892857142856,0.0,0.0,1.0,221656.0,361.86071428571427,361.86071428571427,0.0,0.0,1.0,36829.0
"McHenry County, North Dakota",-83.14977375566377,-102.84854557208018,-19.698771816418915,-19.698771816418915,0.0,3670.0,-22.657142857142855,-22.657142857142855,0.0,0.0,1.0,874.0
"McIntosh County, Georgia","","","","","",6539.0,"","","","","",1760.0
"McIntosh County, North Dakota",-22.892857142857146,-22.892857142857146,0.0,0.0,1.0,1656.0,"","","","","",552.0
"McIntosh County, Oklahoma",-506.2880575307354,-568.3211861668096,-62.03312863607219,-62.03312863607219,0.0,10434.0,"","","","","",2881.0
"McKean County, Pennsylvania",313.3271170007356,399.30901745322626,85.9819004524922,85.9819004524922,0.0,23218.0,-131.29044925663038,-159.42635746607266,-28.135908209437694,-28.135908209437694,0.0,6931.0
"McKenzie County, North Dakota",423.9607142857142,423.9607142857142,0.0,0.0,1.0,8799.0,175.5392857142857,175.5392857142857,0.0,0.0,1.0,2692.0
"McKinley County, New Mexico",-747.175,-747.175,0.0,0.0,1.0,27742.0,118.49285714285712,118.49285714285712,0.0,0.0,1.0,7181.0
"McLean County, Illinois",-973.3888817066327,-1153.8203619910637,-180.4314802844242,-180.4314802844242,0.0,97738.0,367.77142857142854,367.77142857142854,0.0,0.0,1.0,38924.0
"McLean County, Kentucky",54.55714285714285,54.55714285714285,0.0,0.0,1.0,7038.0,"","","","","",1132.0
"McLean County, North Dakota",49.099999999999994,49.099999999999994,0.0,0.0,1.0,6902.0,"","","","","",1415.0
"McLennan County, Texas",1195.5249999999999,1195.5249999999999,0.0,0.0,1.0,142615.0,614.6178571428571,614.6178571428571,0.0,0.0,1.0,45832.0
"McLeod County, Minnesota",184.578215901769,243.25791855205898,58.67970265029155,58.67970265029155,0.0,24224.0,124.78571428571426,124.78571428571426,0.0,0.0,1.0,6537.0
"McMinn County, Tennessee",703.5146541297436,1070.015309408307,338.9236693545681,394.0776412011037,0.0,33868.0,97.27142857142857,97.27142857142857,0.0,0.0,1.0,7874.0
"McMullen County, Texas",-49.520388102158904,-79.3176390491426,-27.136177543437952,-32.45832435104603,0.0,418.0,-8.885714285714286,-8.885714285714286,0.0,0.0,1.0,48.0
"McNairy County, Tennessee",303.81216871368815,367.00883968977723,63.19667097608296,63.19667097608296,0.0,16731.0,"","","","","",3772.0
"McPherson County, Kansas",277.73215901745425,333.6720426632237,55.939883645764944,55.939883645764944,0.0,20111.0,94.77857142857141,94.77857142857141,0.0,0.0,1.0,4815.0
"McPherson County, Nebraska","","","","","",392.0,"","","","","",56.0
"McPherson County, South Dakota",-38.79642857142857,-38.79642857142857,0.0,0.0,1.0,1285.0,"","","","","",383.0
"Meade County, Kansas",-66.77142857142857,-66.77142857142857,0.0,0.0,1.0,2570.0,2.524906426668167,-9.89894259814173,-11.108489547632416,-13.73920850218019,0.0,625.0
