"","married.slope_2022","married.acc_2022","married.steady_slope","married.val_2022","unmarried.slope_2022","unmarried.acc_2022","unmarried.steady_slope","unmarried.val_2022","NAME","no_curve_married","no_curve_unmarried","cluster"
"31",4.96924478577416,0.007678976113996,0.81334502673241,5.07264764036027,2.96153882809809,-0.069567812562571,0.86077208868464,4.82305300856134,"Alameda County, California",-1,-1,4
"32",-0.254019098482777,-0.161029130883601,-1.2290380025023,-0.274658893202872,-0.398584756031993,-0.385638321919007,-1.16129689266478,-0.259158937477807,"Alamosa County, Colorado",-1,-1,1
"33",0,0,0,0.526602073406624,0.524354979569858,-0.069567812562571,0.86077208868464,1.02702605409725,"Albany County, New York",1,-1,2
"34",-0.216098666826947,-0.0887657796578863,-1.2290380025023,-0.225203276876905,-0.678491125739606,-1.22167643533916,-1.16129689266478,-0.0941617806040167,"Albany County, Wyoming",-1,-1,1
"35",0.0551063404120866,0.007678976113996,0.81334502673241,0.0275082573713845,0.188467093326224,-0.069567812562571,0.86077208868464,0.0760152122677331,"Albemarle County, Virginia",-1,-1,3
"36",-0.18277397975978,0.007678976113996,0.81334502673241,-0.288602444328738,-0.295176741812255,-0.069567812562571,0.86077208868464,-0.271985198044184,"Alcona County, Michigan",-1,-1,3
"37",-0.261349255012565,0.007678976113996,0.81334502673241,-0.220622966965961,-0.198098211242467,-0.069567812562571,0.86077208868464,-0.20196931962278,"Alcorn County, Mississippi",-1,-1,3
"38",-0.110922756772715,0.007678976113996,0.81334502673241,-0.31640956445164,-0.300014711974773,-0.069567812562571,0.86077208868464,-0.302482803868906,"Aleutians East Borough, Alaska",-1,-1,3
"39",-0.0996264038229425,0.007678976113996,0.81334502673241,-0.311061426103937,-0.28273077635459,-0.069567812562571,0.86077208868464,-0.292810252974757,"Aleutians West Census Area, Alaska",-1,-1,3
"40",-0.172259333885566,0.007678976113996,0.81334502673241,-0.308912572909397,-0.371656667670742,-0.069567812562571,0.86077208868464,-0.295505881912471,"Alexander County, Illinois",-1,-1,3
"41",-0.070179826557722,0.0746183582142545,-1.2290380025023,-0.195337949972135,-0.0088602528157198,2.37466391095905,-1.16129689266478,-0.22147298781918,"Alexander County, North Carolina",-1,-1,1
"42",0.317355350102528,0.007678976113996,0.81334502673241,0.0993428733437219,0.325087626288519,-0.069567812562571,0.86077208868464,0.583973891373792,"Alexandria city, Virginia",-1,-1,3
"43",-0.155390583179116,-0.0513923541231054,-1.2290380025023,-0.305212066415572,-0.28912217716094,0.506264347063013,-1.16129689266478,-0.299646227012881,"Alfalfa County, Oklahoma",-1,-1,1
"44",0,0,0,-0.293065447117399,-0.254585327283646,0.533251131178197,-1.16129689266478,-0.286449978160935,"Alger County, Michigan",1,-1,2
"45",-0.154592753977958,0.007678976113996,0.81334502673241,-0.273341854148154,-0.301159315293786,-0.069567812562571,0.86077208868464,-0.261431722660585,"Allamakee County, Iowa",-1,-1,3
"46",-0.0167393969112909,0.007678976113996,0.81334502673241,0.117013591673022,-0.22199871995211,-0.069567812562571,0.86077208868464,-0.0538154389872544,"Allegan County, Michigan",-1,-1,3
"47",-0.320420253022221,0.007678976113996,0.81334502673241,-0.137089631616894,0.218177019087718,2.67967587095099,-1.16129689266478,-0.0560177502108768,"Allegany County, Maryland",-1,-1,3
"48",-0.215096881626137,0.007678976113996,0.81334502673241,-0.179085581394071,0,0,0,-0.169146073145912,"Allegany County, New York",-1,1,3
"49",-0.0832029042311345,0.159741599275251,-1.2290380025023,-0.283531577360976,-0.179977286009602,0.322163772372586,-1.16129689266478,-0.274081798329072,"Alleghany County, North Carolina",-1,-1,1
"50",-0.206972613704023,0.007678976113996,0.81334502673241,-0.273491154121968,-0.396850378471735,-0.346983909930292,-1.16129689266478,-0.261414104170796,"Alleghany County, Virginia",-1,-1,3
"51",0.113024256878924,0.434638990903325,-1.2290380025023,3.2694558780511,3.58254357157993,-0.069567812562571,0.86077208868464,4.97774334890857,"Allegheny County, Pennsylvania",-1,-1,4
"52",0.177236413932665,0.007678976113996,0.81334502673241,0.889443666910604,0.892113047446966,-0.069567812562571,0.86077208868464,0.898252512229602,"Allen County, Indiana",-1,-1,3
"53",-0.188389927960499,0.007678976113996,0.81334502673241,-0.284640662880739,-0.687927576898528,-1.8409699207255,-1.16129689266478,-0.277781681184758,"Allen County, Kansas",-1,-1,3
"54",-0.238549167444717,-0.0830410560261766,-1.2290380025023,-0.251863986486591,-0.205823537146417,1.05014980364688,-1.16129689266478,-0.26393354821062,"Allen County, Kentucky",-1,-1,1
"55",-0.378547716877519,0.007678976113996,0.81334502673241,-0.0345098853226666,0.0614756953487825,-0.069567812562571,0.86077208868464,0.0409367990978756,"Allen County, Ohio",-1,-1,3
"56",-0.229749089337119,0.007678976113996,0.81334502673241,-0.265359637691014,0,0,0,-0.266805362046224,"Allen Parish, Louisiana",-1,1,3
"57",-0.166308760199872,0.007678976113996,0.81334502673241,-0.308240723027232,-0.29517248678133,-0.069567812562571,0.86077208868464,-0.283278649998919,"Allendale County, South Carolina",-1,-1,3
"58",-0.250069359053858,0.007678976113996,0.81334502673241,-0.238501638830216,-0.20778691666028,-0.069567812562571,0.86077208868464,-0.193547681503648,"Alpena County, Michigan",-1,-1,3
"59",-0.115795993271875,0.015310746812841,-1.2290380025023,-0.317577303532544,-0.314902564591914,-0.00308704949086847,-1.16129689266478,-0.306834570846784,"Alpine County, California",-1,-1,1
"60",0.0822507757568406,0.127017133352916,-1.2290380025023,-0.196201756963489,0.0808647599456156,1.75713292811547,-1.16129689266478,-0.195538570849803,"Amador County, California",-1,-1,1
"61",-0.0974239098521603,0.007678976113996,0.81334502673241,-0.269198779874809,-0.30406854726191,-0.546094687965511,-1.16129689266478,-0.279490674694289,"Amelia County, Virginia",-1,-1,3
"62",0,0,0,-0.224883348361589,0.0636544361772575,1.70924622112392,-1.16129689266478,-0.209545270232041,"Amherst County, Virginia",1,-1,2
"63",-0.204162421136736,-0.0421340008285656,-1.2290380025023,-0.285435152027107,-0.0762482026614064,1.25565247244542,-1.16129689266478,-0.267281061270526,"Amite County, Mississippi",-1,-1,1
"64",-0.819887437214253,-0.384520239742312,-1.2290380025023,0.581155217409963,0.196811208971517,-0.069567812562571,0.86077208868464,0.60160999965256,"Anchorage Municipality, Alaska",-1,-1,1
"65",0,0,0,-0.294313168327133,-0.411610830457036,-0.274076928103672,-1.16129689266478,-0.292863108444124,"Anderson County, Kansas",1,-1,2
"66",0,0,0,-0.241301013339233,-0.256970819130418,-0.069567812562571,0.86077208868464,-0.247513115727291,"Anderson County, Kentucky",1,-1,2
"67",0.170283335207966,0.007678976113996,0.81334502673241,0.35587755335004,0.293702518180574,-0.069567812562571,0.86077208868464,0.212029953438652,"Anderson County, South Carolina",-1,-1,3
"68",0.119422098320256,0.195989186409765,-1.2290380025023,-0.0741596926541913,0.319242049511765,2.9727426358891,-1.16129689266478,-0.0725438936329393,"Anderson County, Tennessee",-1,-1,1
"69",0,0,0,-0.174547928618502,0,0,0,-0.211870910884187,"Anderson County, Texas",1,1,2
"70",0,0,0,-0.257638696188049,-0.366266159600958,-0.231573846640861,-1.16129689266478,-0.266312044332132,"Andrew County, Missouri",1,-1,2
"71",0.0011068384821029,0.007678976113996,0.81334502673241,-0.251650700809713,0,0,0,-0.281957263264746,"Andrews County, Texas",-1,1,3
"72",0,0,0,0.0121676850619713,-0.0371133711996283,-0.069567812562571,0.86077208868464,0.0889471837728439,"Androscoggin County, Maine",1,-1,2
"73",0,0,0,-0.0632021410046104,0.11782736106832,0.843864454662801,-1.16129689266478,-0.116308222268764,"Angelina County, Texas",1,-1,2
"74",1.04492715355412,0.007678976113996,0.81334502673241,1.69596212545513,0.756913694813855,-0.069567812562571,0.86077208868464,1.2075979559445,"Anne Arundel County, Maryland",-1,-1,3
